Species	1-279	280-548	549-734	735-921	922-1408	1409-1531	1532-1756	1757-1991	1992-2187	2188-2318	2319-2588	2589-2829	2830-3217	3218-3446	3447-3613	3614-3824	3825-4016	4017-4231	4232-4528	4529-4691	4692-5058	5059-5320	5321-5546	5547-6034	6035-6304	6305-6382	6383-7147	7148-7467	7468-7582	7583-7764	7765-8387	8388-8667	8668-8878	8879-9083	9084-9352	9353-9602	9603-9877	9878-10034	10035-10360	10361-10558	10559-10681	10682-10951	10952-11439	11440-11553	11554-11823	11824-12229	12230-13002	13003-13342	13343-13825	13826-13999	14000-14292	14293-14646	14647-14948	14949-15218	15219-15443	15444-15596	15597-15716	15717-15920	15921-16245	16246-16518	16519-16906	16907-17082	17083-17801	17802-18001	18002-18244	18245-18404	18405-18712	18713-19070	19071-19277	19278-19403	19404-19512	19513-19676	19677-20066	20067-20363	20364-20619	20620-20922	20923-21568	21569-21683	21684-21969	21970-22248	22249-22957	22958-23142	23143-23363	23364-23700	23701-24082	24083-24406	24407-24579	24580-24773	24774-25030	25031-25335	25336-25593	25594-25846	25847-26239	26240-26598	26599-26987	26988-27717	27718-27904	27905-28251	28252-28513	28514-28966	28967-29178	29179-29332	29333-29567	29568-30133	30134-30302	30303-30611	30612-31194	31195-31425	31426-31544	31545-32001	32002-32210	32211-32567	32568-32978	32979-33420	33421-33693	33694-33984	33985-34174	34175-34393	34394-34810	34811-34913	34914-35127	35128-35357	35358-35687	35688-35832	35833-35970	35971-36393	36394-36928	36929-37065	37066-37343	37344-38282	38283-38486	38487-38596	38597-38881	38882-39044	39045-39166	39167-39802	39803-40068	40069-40179	40180-40636	40637-40956	40957-41190	41191-41748	41749-42134	42135-42393	42394-42531	42532-42744	42745-42942	42943-43104	43105-43676	43677-43914	43915-44666	44667-45133	45134-45841	45842-46407	46408-46949	46950-47135	47136-47315	47316-47722	47723-48355	48356-48524	48525-48781	48782-48977	48978-49381	49382-49616	49617-49781	49782-50115	50116-50406	50407-50662	50663-50855	50856-51198	51199-52049	52050-52293	52294-52590	52591-53177	53178-53528	53529-53729	53730-54847	54848-54952	54953-55489	55490-55961	55962-56240	56241-57020	57021-57348	57349-57482	57483-57862	57863-58015	58016-58214	58215-58839	58840-59106	59107-59287	59288-59485	59486-60189	60190-60577	60578-60843	60844-61079	61080-61190	61191-61912	61913-62256	62257-62827	62828-63246	63247-63557	63558-63955	63956-64134	64135-64416	64417-64954	64955-65422	65423-65549	65550-65972	65973-66297	66298-66609	66610-67062	67063-67241	67242-67422	67423-67801	67802-67946	67947-68171	68172-68568	68569-68829	68830-69211	69212-69667	69668-70138	70139-70660	70661-71045	71046-71358	71359-71569	71570-71749	71750-72033	72034-72620	72621-73645	73646-74104	74105-74328	74329-74644	74645-75165	75166-75469	75470-75780	75781-75903	75904-76266	76267-76557	76558-76772	76773-77075	77076-77391	77392-77809	77810-79006	79007-79347	79348-79906	79907-80179	80180-80600	80601-80820	80821-81114	81115-81411	81412-82147	82148-82499	82500-82846	82847-83055	83056-83397	83398-84036	84037-84434	84435-84695	84696-85613	85614-85802	85803-86263	86264-86580	86581-86843	86844-87413	87414-87588	87589-87919	87920-88331	88332-88458	88459-88657	88658-88776	88777-88961	88962-89235	89236-89492	89493-90254	90255-90388	90389-90559	90560-90833	90834-90943	90944-91436	91437-91607	91608-91841	91842-92136	92137-92471	92472-92587	92588-93172	93173-93487	93488-93636	93637-93798	93799-94189	94190-94859	94860-95333	95334-95743	95744-95895	95896-96372	96373-96828	96829-96965	96966-97217	97218-97836	97837-98002	98003-98274	98275-98948	98949-99543	99544-100237	100238-100649	100650-100775	100776-101267	101268-101556	101557-101698	101699-102032	102033-102668	102669-102915	102916-103151	103152-103292	103293-103709	103710-103956	103957-104280	104281-104443	104444-104600	104601-104792	104793-105037	105038-105757	105758-106016	106017-106347	106348-106820	106821-107094	107095-107507	107508-107663	107664-108071	108072-108373	108374-108629	108630-108818	108819-109198	109199-110004	110005-110560	110561-110808	110809-110936	110937-111110	111111-111291	111292-111782	111783-112155	112156-112475	112476-113244	113245-113502	113503-113925	113926-114175	114176-114309	114310-114534	114535-114922	114923-115619	115620-116088	116089-116283	116284-116555	116556-116862	116863-116975	116976-117508	117509-117702	117703-118049	118050-118444	118445-118762	118763-119058	119059-119467	119468-120019	120020-120577	120578-120890	120891-121169	121170-121307	121308-121590	121591-122192	122193-122343	122344-122722	122723-123189	123190-123429	123430-123564	123565-123851	123852-124052	124053-124570	124571-124670	124671-124961	124962-125213	125214-126178	126179-126560	126561-126752	126753-127001	127002-127263	127264-127636	127637-128039	128040-128199	128200-128578	128579-129228	129229-129542	129543-129967	129968-130174	130175-130721	130722-131180	131181-131584	131585-131790	131791-132113	132114-132316	132317-133264	133265-133627	133628-134012	134013-134222	134223-134840	134841-135321	135322-135725	135726-136303	136304-136777	136778-136889	136890-137523	137524-137841	137842-138154	138155-138426	138427-138673	138674-139318	139319-139555	139556-139754	139755-140186	140187-141165	141166-141479	141480-141771	141772-141944	141945-142322	142323-142499	142500-142698	142699-142920	142921-143240	143241-143943	143944-144252	144253-144480	144481-145463	145464-146133	146134-146458	146459-146560	146561-146687	146688-146930	146931-147567	147568-147715	147716-148017	148018-148250	148251-149942	149943-150324	150325-150656	150657-150927	150928-151241	151242-151509	151510-151732	151733-152056	152057-152474	152475-152820	152821-153133	153134-153536	153537-153914	153915-154093	154094-154728	154729-154943	154944-155395	155396-155625	155626-156542	156543-156708	156709-157123	157124-157474	157475-157683	157684-157905	157906-158155	158156-158453	158454-158668	158669-159179	159180-159565	159566-159857	159858-160255	160256-160804	160805-161232	161233-161714	161715-162005	162006-162213	162214-162679	162680-163374	163375-163594	163595-163941	163942-164992	164993-165265	165266-165705	165706-165932	165933-166047	166048-166343	166344-166520	166521-166845	166846-167146	167147-167905	167906-168239	168240-168419	168420-168668	168669-168889	168890-169153	169154-169506	169507-169893	169894-170153	170154-170499	170500-170761	170762-171195	171196-171397	171398-171608	171609-171839	171840-171975	171976-172151	172152-172324	172325-172847	172848-173057	173058-173252	173253-173494	173495-173707	173708-174067	174068-174348	174349-174651	174652-174943	174944-175167	175168-175560	175561-176161	176162-176651	176652-176946	176947-177137	177138-177261	177262-177517	177518-177897	177898-178389	178390-178666	178667-178822	178823-179316	179317-179555	179556-180685	180686-181125	181126-181270	181271-181408	181409-181765	181766-181876	181877-182037	182038-182721	182722-182900	182901-183429	183430-183964	183965-184081	184082-184274	184275-184488	184489-184631	184632-184755	184756-185432	185433-185553	185554-185724	185725-186133	186134-186284	186285-186576	186577-186706	186707-187026	187027-187254	187255-187458	187459-187607	187608-187887	187888-188073	188074-188383	188384-188672	188673-188913	188914-189160	189161-189380	189381-189500	189501-189705	189706-190009	190010-190224	190225-190507	190508-190711	190712-190885	190886-191214	191215-191405	191406-191715	191716-192177	192178-192523	192524-192915	192916-193114	193115-193559	193560-193774	193775-194000	194001-194392	194393-194772	194773-194962	194963-195620	195621-195810	195811-195987	195988-196578	196579-196740	196741-197155	197156-197629	197630-198486	198487-198753	198754-198857	198858-199411	199412-199881	199882-200341	200342-200525	200526-200871	200872-201262	201263-201926	201927-202207	202208-202497	202498-202642	202643-202732	202733-202930	202931-203179	203180-204247	204248-204613	204614-204910	204911-205019	205020-205493	205494-205972	205973-206479	206480-206782	206783-207111	207112-207222	207223-207702	207703-208068	208069-208522	208523-208750	208751-208907	208908-209188	209189-209335	209336-209910	209911-210273	210274-210518	210519-210709	210710-211092	211093-211466	211467-211688	211689-212123	212124-212497	212498-212719	212720-212913	212914-213126	213127-213365	213366-213587	213588-213763	213764-214136	214137-214926	214927-215335	215336-215502	215503-215658	215659-216364	216365-216889	216890-217265	217266-217570	217571-218164	218165-218402	218403-219152	219153-219256	219257-219675	219676-220272	220273-220410	220411-220629	220630-220795	220796-221235	221236-221452	221453-221638	221639-221873	221874-222694	222695-222958	222959-223166	223167-223428	223429-224319	224320-224494	224495-224909	224910-225237	225238-225402	225403-225615	225616-225973	225974-227102	227103-227281	227282-228733	228734-228996	228997-229398	229399-230047	230048-230494	230495-230690	230691-231159	231160-231446	231447-231735	231736-231896	231897-232132	232133-232265	232266-232531	232532-232849	232850-233138	233139-233744	233745-233852	233853-234169	234170-234297	234298-234716	234717-235031	235032-235383	235384-235594	235595-235783	235784-235929	235930-236440	236441-236600	236601-237248	237249-237774	237775-237990	237991-238587	238588-238809	238810-239371	239372-239902	239903-240031	240032-240142	240143-240354	240355-240610	240611-240915	240916-242898	242899-243021	243022-243150	243151-243291	243292-243630	243631-244268	244269-244838	244839-244958	244959-245432	245433-245551	245552-245987	245988-246165	246166-246804	246805-247094	247095-247398	247399-247789	247790-248152	248153-248878	248879-249991	249992-250132	250133-250298	250299-250694	250695-251068	251069-251322	251323-251536	251537-251761	251762-252007	252008-252203	252204-252319	252320-252638	252639-253282	253283-253458	253459-253711	253712-254646	254647-254907	254908-255510	255511-255799	255800-255927	255928-256185	256186-256646	256647-256988	256989-257584	257585-257827	257828-258138	258139-258492	258493-259278	259279-259701	259702-259854	259855-260370	260371-260792	260793-261040	261041-261564	261565-261813	261814-262243	262244-262581	262582-262870	262871-263210	263211-264052	264053-264718	264719-265273	265274-265720	265721-265928	265929-266218	266219-266861	266862-266968	266969-267324	267325-267848	267849-268091	268092-268348	268349-268493	268494-268947	268948-269343	269344-269486	269487-269716	269717-270598	270599-271118	271119-271335	271336-271707	271708-271982	271983-272268	272269-272368	272369-272614	272615-273293	273294-273607	273608-273872	273873-274302	274303-274485	274486-275034	275035-275465	275466-276102	276103-276421	276422-276527	276528-276722	276723-276862	276863-277073	277074-277371	277372-277475	277476-277655	277656-278112	278113-278280	278281-278696	278697-278822	278823-279173	279174-279502	279503-279928	279929-280226	280227-280544	280545-280819	280820-281158	281159-281362	281363-281505	281506-281731	281732-281881	281882-282461	282462-282669	282670-282889	282890-283036	283037-283208	283209-283353	283354-283599	283600-283930	283931-284209	284210-284355	284356-284620	284621-284733	284734-285395	285396-285851	285852-285960	285961-286236	286237-287148	287149-287355	287356-287486	287487-287586	287587-288098	288099-288555	288556-288999	289000-289457	289458-290289	290290-290403	290404-290676	290677-291142	291143-291819	291820-291983	291984-292487	292488-292674	292675-292774	292775-293063	293064-293273	293274-293627	293628-294164	294165-294579	294580-294992	294993-295296	295297-296033	296034-296456	296457-297633	297634-298010	298011-298724	298725-299016	299017-299617	299618-300187	300188-300511	300512-301066	301067-301422	301423-301796	301797-301961	301962-302491	302492-302629	302630-302879	302880-303021	303022-303656	303657-304488	304489-304833	304834-305464	305465-305814	305815-306127	306128-306647	306648-306817	306818-306950	306951-307065	307066-308008	308009-308340	308341-308995	308996-309464	309465-309869	309870-310462	310463-310808	310809-311245	311246-311857	311858-312119	312120-312724	312725-313308	313309-313694	313695-314014	314015-314325	314326-314612	314613-315235	315236-315590	315591-315854	315855-316175	316176-316593	316594-316915	316916-317062	317063-317228	317229-317677	317678-317933	317934-318388	318389-318695	318696-319088	319089-319312	319313-319451	319452-319624	319625-320202	320203-320461	320462-320754	320755-320995	320996-321232	321233-321474	321475-322100	322101-322649	322650-323025	323026-323232	323233-323563	323564-323764	323765-323962	323963-324339	324340-325271	325272-325560	325561-325704	325705-326136	326137-326614	326615-327029	327030-327515	327516-327801	327802-328060	328061-328324	328325-328635	328636-328934	328935-329140	329141-329361	329362-329462	329463-329948	329949-330292	330293-330429	330430-331148	331149-331567	331568-332078	332079-332310	332311-332499	332500-332928	332929-333493	333494-333989	333990-334246	334247-334579	334580-335120	335121-335449	335450-335643	335644-335953	335954-336248	336249-336849	336850-337107	337108-337250	337251-337557	337558-337775	337776-338074	338075-338355	338356-338807	338808-339006	339007-339722	339723-340814	340815-341795	341796-342251	342252-342796	342797-343032	343033-343867	343868-344227	344228-344560	344561-344890	344891-345443	345444-345651	345652-346054	346055-346529	346530-346849	346850-347059	347060-347390	347391-347615	347616-348883	348884-349039	349040-349438	349439-350229	350230-350477	350478-351895	351896-352363	352364-352662	352663-353078	353079-353439	353440-353746	353747-353962	353963-354279	354280-354652	354653-355052	355053-355262	355263-355676	355677-356230	356231-356508	356509-356919	356920-357278	357279-357515	357516-358020	358021-358524	358525-359130	359131-359452	359453-359927	359928-360223	360224-360676	360677-362236	362237-362659	362660-362896	362897-363456	363457-363743	363744-364139	364140-364503	364504-365025	365026-365524	365525-365810	365811-366312	366313-366557	366558-366796	366797-367198	367199-367614	367615-368056	368057-369072	369073-369578	369579-369853	369854-371517	371518-371801	371802-372204	372205-372601	372602-372937	372938-373660	373661-374137	374138-374706	374707-375338	375339-375731	375732-376035	376036-376194	376195-376517	376518-376962	376963-377205	377206-377458	377459-377833	377834-378046	378047-378221	378222-378991	378992-379267	379268-379726	379727-380303	380304-380760	380761-381118	381119-381663	381664-381891	381892-382178	382179-382641	382642-383037	383038-383460	383461-383875	383876-384605	384606-384981
Salpingoeca	100	100	99	100	100	100	100	100	100	100	100	100	99	100	97	53	99	64	89	80	100	100	100	99	100	88	94	98	100	100	100	87	76	99	100	100	97	100	98	0	100	80	98	93	76	99	99	83	97	100	100	98	68	100	97	100	100	100	100	100	100	100	97	89	98	100	100	100	100	99	100	100	100	76	100	75	77	100	100	97	84	76	97	100	71	100	84	100	100	99	100	100	57	100	99	96	100	100	88	100	0	0	100	54	98	100	76	100	100	93	100	97	75	99	100	95	100	100	70	98	100	92	64	100	100	82	92	0	98	100	98	100	95	99	96	95	64	0	100	100	99	96	95	100	100	100	100	96	100	99	100	82	86	100	100	100	100	100	97	100	100	100	99	99	100	100	77	84	100	0	97	100	0	91	0	99	96	100	100	92	99	92	62	100	100	90	0	80	94	98	100	100	0	99	100	100	55	100	94	32	100	100	100	100	97	100	0	0	0	46	100	0	0	98	98	96	25	96	99	100	98	100	88	100	91	100	57	85	0	99	96	100	77	99	96	72	100	93	98	75	62	0	99	78	98	98	96	100	86	100	0	37	0	78	48	67	100	100	91	0	99	56	0	87	100	87	0	98	59	45	99	0	100	91	100	100	99	0	91	100	98	83	69	0	0	95	0	0	97	99	100	97	0	0	97	0	99	75	0	54	49	99	98	100	0	100	99	100	0	0	0	93	100	100	70	99	0	100	99	100	98	98	99	99	86	0	53	100	0	75	100	99	0	96	100	0	0	0	83	100	100	100	57	98	0	98	94	100	35	100	100	99	99	100	98	100	100	97	0	100	0	96	99	0	98	0	67	100	100	96	0	0	84	100	0	99	100	0	97	87	100	0	0	80	80	83	84	100	82	74	0	100	0	0	93	95	100	100	99	0	100	0	92	100	100	0	97	100	100	88	0	100	0	81	100	96	91	89	0	100	99	94	100	100	97	0	98	0	0	91	62	81	0	100	100	75	96	98	100	94	100	95	100	91	99	0	0	0	48	90	0	66	0	98	100	99	88	97	100	95	97	100	0	0	0	100	0	100	99	100	100	94	0	96	85	100	0	95	99	81	100	91	0	0	96	0	100	0	63	98	0	0	100	0	80	0	99	100	0	0	0	0	100	95	100	94	62	0	98	100	0	100	0	0	100	100	100	87	79	100	99	0	0	99	100	98	89	99	98	98	98	100	81	100	100	0	95	98	100	99	95	0	100	100	100	0	100	0	100	0	0	100	0	100	95	82	86	99	0	0	100	98	83	0	100	96	93	99	0	99	0	96	0	45	100	45	95	100	48	100	0	96	0	81	90	100	0	96	83	97	0	0	0	99	89	99	99	92	100	100	0	0	0	0	100	0	89	0	99	100	44	0	100	0	0	100	99	100	100	97	100	100	0	100	0	0	100	0	97	0	99	96	100	99	92	0	100	97	100	100	99	0	100	99	97	99	0	0	91	84	100	0	100	0	100	100	0	0	96	72	89	0	0	0	100	0	0	100	54	0	0	100	0	0	0	99	0	99	99	100	0	0	93	98	99	87	0	97	100	100	100	0	100	96	0	100	100	61	80	100	75	100	92	0	87	0	98	0	100	100	100	97	91	0	0	100	0	0	22	100	98	62	0	99	97	100	0	0	99	92	64	100	0	0	100	96	100	0	0	97	0	60	0	99	69	0	0	75	100	98	99	98	100	95	0	97	0	95	67	100	96	0	100	0	0	0	65	0	73	96	100	0	0	97	0	0	0	100	0	66	0	100	0	71	0	0	82	0	0	74	96	100	100	100	97	100	100	67	0	98	89	97	0	100	100	0	0	99	0	0	58	100	76	0	0	99	99	0	100	100	0	0	0	99	92	62	97	0	98	0	98	100	100	0	0	94	100	0	0	0	0	99	0	0	93	0	53	0	76	0	100	0	88	0	0	0	0	98	0	0	94	94	0	0	99	84	0	90	0	97	100	0	0	0	0	0	99	100	0	0	100	0	0	95	0	0	0	0	98	0	0	100	100	83	98	99	92	0	66	0	100	0	90	0	0	99	0	0	94	0	0	100	0	81	0	0	0	0	0	0	90	100	0	98	0	0	0	0	0	100	0	0	0	0	0	0	0	99	99	99	0	99	0	0	94	100	0	97	0	83	0	0	0	93	0	0	0	62	57	99	0	0	100	98	97	96	0	97	0	0	99	0	0	0	0	0	0	0	0	0	54	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	99	97	86	0	0	0	0	66	0	0	43	0	0	0	0	92	82	0	0	0	0	0	0	0	0	0	97	0	0	0	0	49	0	96	100	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	89	97	92	0	0	0	0	0	98	0	0	0	0	100	52	0	100	0	0	100	0	0	0	0	0	0	0	0	0	0
Monosiga	100	99	92	100	100	59	100	100	82	91	100	100	61	100	99	100	99	62	70	0	99	69	100	100	100	100	89	100	100	96	100	87	100	100	100	0	97	100	70	99	97	76	89	100	85	93	99	85	94	100	100	100	87	100	65	100	100	0	100	0	94	100	100	71	100	100	0	95	100	0	100	100	100	73	98	91	100	98	100	0	89	98	90	93	97	100	0	99	89	0	93	100	88	100	99	96	99	100	87	88	0	0	100	100	100	93	0	100	95	84	100	51	100	100	99	0	99	100	79	0	100	85	95	92	100	93	86	100	97	96	68	100	94	78	97	98	93	0	100	42	99	99	79	99	98	100	100	100	100	81	97	100	0	100	100	98	66	100	91	100	100	69	56	97	100	53	97	72	100	91	89	0	0	82	99	100	94	89	94	89	100	97	98	0	100	83	0	77	100	76	91	100	0	0	98	100	35	57	95	97	100	100	77	100	62	99	0	90	100	97	72	0	98	79	97	65	99	71	99	94	93	100	96	62	86	100	62	98	0	91	0	97	100	100	84	100	100	99	99	73	100	0	99	96	98	99	100	0	80	98	0	0	100	100	100	100	100	91	95	0	98	89	0	98	100	96	97	98	97	100	99	0	0	100	100	88	0	0	85	99	98	78	59	0	100	72	0	0	99	77	98	95	99	99	87	0	100	84	100	100	49	0	98	100	100	100	92	100	0	0	0	93	100	100	100	88	0	0	0	100	91	98	96	100	92	0	0	63	0	74	78	89	89	0	100	0	0	0	52	100	85	100	100	0	0	98	0	78	84	98	100	88	100	100	95	100	100	98	99	90	0	85	99	0	0	0	83	100	79	80	98	100	84	0	0	95	100	97	100	95	47	0	100	78	0	91	0	100	87	0	95	100	0	0	93	99	93	100	99	100	96	0	87	94	100	0	98	100	95	67	0	92	100	83	0	96	100	51	0	100	100	0	91	0	91	0	94	0	94	100	66	0	0	100	0	100	0	100	100	91	75	100	100	100	87	0	0	0	0	89	0	88	0	93	99	99	100	92	91	0	0	97	0	100	0	87	0	99	84	59	96	95	0	82	100	100	74	98	82	0	99	0	0	90	100	0	100	0	99	100	0	0	100	0	100	50	98	95	0	0	0	57	0	99	0	100	88	0	100	0	83	100	0	0	100	99	93	83	98	100	98	0	100	96	100	100	96	94	82	97	46	73	100	76	0	0	0	97	100	100	100	0	100	78	100	0	0	0	100	0	0	0	0	100	96	94	83	100	0	0	96	0	98	0	100	96	0	98	0	99	0	0	67	0	0	87	0	100	100	100	0	99	78	81	88	100	0	0	100	0	0	99	0	87	0	50	99	87	100	94	0	0	0	0	98	89	0	0	0	0	99	0	95	0	99	100	99	96	93	0	76	0	0	91	0	0	100	0	99	0	52	97	100	94	71	0	99	0	100	99	71	0	100	99	72	85	83	0	91	48	97	0	100	0	100	100	0	0	61	100	77	0	100	0	100	0	0	100	100	0	0	99	100	0	0	96	98	98	94	96	100	0	0	75	86	100	0	96	86	0	100	0	0	0	0	92	90	90	0	100	0	100	88	0	76	0	98	0	100	100	0	96	53	0	0	99	0	0	89	0	100	85	0	0	87	99	0	0	93	0	0	0	96	0	0	0	100	98	0	0	0	37	0	99	0	0	0	0	34	100	100	94	0	63	0	0	0	81	96	0	77	85	98	0	0	0	0	0	47	0	100	0	98	98	84	0	100	100	0	97	0	100	0	75	100	51	33	0	0	88	99	100	100	99	85	100	94	0	0	92	0	67	0	0	97	70	0	86	0	0	0	99	59	0	0	0	99	0	88	100	0	77	0	0	0	84	0	0	0	0	0	0	0	28	0	38	0	0	92	0	0	0	0	0	0	95	46	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	98	94	0	0	47	62	0	0	0	0	0	0	100	0	0	0	100	100	0	94	100	0	0	0	0	0	0	100	97	0	52	100	0	0	100	0	67	0	91	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	98	98	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	88	0	0	100	100	99	99	0	82	0	0	0	93	49	0	0	0	100	97	83	0	100	96	96	0	0	48	0	0	94	0	0	0	0	76	0	0	0	0	86	60	76	100	0	0	0	0	53	0	0	0	0	0	100	98	0	98	94	0	100	0	0	0	99	0	0	0	0	0	0	70	98	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	66	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	80	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	96	0	0	0	0	0	0	0	0	0	0
Amphimedon	97	72	100	99	100	100	82	87	100	75	100	100	98	100	100	100	100	100	100	73	100	57	100	45	53	100	74	99	99	100	100	23	100	99	97	100	100	100	99	98	68	100	100	100	100	100	100	82	94	100	100	53	0	95	100	100	100	100	100	100	100	75	100	100	89	100	99	100	100	93	100	100	62	100	100	0	78	100	100	36	97	98	48	100	100	23	100	100	69	52	45	79	85	75	99	100	100	99	77	100	100	60	100	94	100	100	85	80	100	98	99	70	85	100	88	86	99	100	95	100	98	98	70	0	99	83	99	98	89	96	100	100	100	78	100	91	0	99	100	100	89	64	94	100	100	98	100	100	30	100	98	0	77	0	46	89	100	100	96	0	100	100	100	100	100	100	99	90	100	98	97	60	19	79	73	99	92	100	100	36	0	99	100	100	98	85	100	20	81	44	0	100	99	100	100	77	97	95	37	96	93	99	100	93	91	69	97	98	100	94	55	0	100	100	0	97	100	99	42	98	90	99	100	100	64	100	72	96	61	100	92	100	100	100	91	78	87	64	83	93	100	100	86	44	100	50	87	99	96	100	100	48	75	100	98	100	100	100	94	95	100	95	83	100	0	78	50	0	56	100	100	85	100	82	100	99	100	100	96	13	98	85	100	100	100	98	99	99	47	76	100	88	93	13	81	75	100	93	100	100	84	99	100	99	100	89	92	100	0	31	100	0	100	0	85	97	100	61	100	100	99	100	99	97	0	93	100	100	73	72	100	92	95	21	74	100	100	99	0	49	57	85	100	68	91	65	42	99	87	100	0	98	0	100	78	40	100	99	97	100	0	97	43	100	98	100	90	0	100	100	0	100	88	98	100	100	76	100	71	92	0	100	93	100	81	100	79	100	0	73	98	100	96	79	58	100	100	0	99	97	96	100	98	96	100	59	100	100	97	89	98	99	95	91	100	98	0	99	100	98	0	28	100	80	99	100	22	94	100	98	92	62	100	100	58	100	99	98	100	6	99	100	100	99	79	96	100	92	100	32	100	61	97	19	100	0	0	66	100	97	36	91	84	90	100	79	100	100	31	99	59	42	0	100	100	100	85	48	92	63	100	90	98	58	100	100	97	99	100	100	100	99	86	100	95	91	91	100	0	58	82	0	99	100	100	100	96	33	0	78	100	70	93	87	93	100	99	74	89	56	100	97	0	0	100	42	97	86	100	83	16	81	100	0	100	97	68	99	50	100	100	0	0	100	100	100	100	75	100	97	28	99	69	67	97	80	88	0	0	99	100	95	100	95	0	92	99	100	89	79	98	46	88	100	100	95	100	100	47	95	0	86	81	91	0	100	66	59	16	79	93	0	100	99	0	97	100	45	100	9	80	65	97	100	100	95	9	83	98	50	91	94	96	87	55	100	21	88	59	61	99	97	100	0	92	99	94	0	81	81	99	58	100	100	0	100	88	0	100	100	99	100	100	89	96	94	0	100	0	12	100	100	100	99	88	100	0	99	100	100	0	96	60	47	99	0	89	34	100	97	100	13	99	80	0	100	30	0	0	23	100	0	100	97	97	100	21	99	0	97	92	87	100	0	0	98	99	100	95	100	94	88	90	62	82	100	100	99	81	100	0	100	72	100	61	100	90	99	98	99	93	100	75	100	88	99	95	98	82	42	43	100	99	100	97	0	100	0	54	98	100	79	99	100	82	8	0	98	100	0	0	64	100	77	99	100	74	78	18	100	99	82	97	99	29	89	86	100	12	94	31	0	100	0	98	87	100	99	92	97	100	95	0	62	42	79	95	100	95	78	90	99	100	100	52	100	100	85	94	48	0	99	100	100	100	84	100	0	100	83	97	100	81	97	0	81	100	0	0	83	100	97	0	99	99	94	94	100	98	0	0	100	98	63	0	97	100	46	95	94	0	91	100	0	98	22	85	0	76	79	100	99	99	98	75	100	77	99	0	100	100	98	95	26	100	0	78	84	26	33	0	0	71	75	17	94	99	100	27	100	92	0	0	95	98	96	98	100	89	0	100	100	14	0	85	0	98	97	100	100	0	98	87	0	100	100	0	0	20	91	99	100	96	99	96	96	100	93	87	0	100	0	73	100	94	96	100	90	95	0	99	0	84	96	98	100	0	0	25	78	100	93	92	0	99	100	91	100	0	71	0	0	99	0	100	0	93	100	0	99	91	79	68	0	97	90	38	100	88	0	100	0	87	100	0	84	100	0	0	93	95	19	81	52	91	100	99	0	92	60	8	100	99	100	100	51	0	100	76	99	38	0	100	21	80	100	86	99	100	93	0	100	0	100	100	0	0	0	100	96	95	97	17	46	98	0	100	0	0	0	72	100	0	100	92	90	0	100	97	91	95	100	93	100	0	0	0	100	100	98	76	0	99	0	33	98	0	96	100	99	96	96	100	99	71	0	100	99	100	60	54	0	0	0	89	100	97	0	0	100
