Species	1-237	238-740	741-1217	1218-1862	1863-2468	2469-3047	3048-3921	3922-4034	4035-4277	4278-4897	4898-5226	5227-5885	5886-6378	6379-6674	6675-7124	7125-7577	7578-7694	7695-8128	8129-8361	8362-8559	8560-8749	8750-9363	9364-9785	9786-9947	9948-10511	10512-10646	10647-11108	11109-11482	11483-11736	11737-12212	12213-12689	12690-13379	13380-14345	14346-14726	14727-15001	15002-15141	15142-15542	15543-15709	15710-15977	15978-16276	16277-16694	16695-17410	17411-17695	17696-18221	18222-18751	18752-19094	19095-19538	19539-19877	19878-20454	20455-20862	20863-21045	21046-21231	21232-21828	21829-22629	22630-23484	23485-23772	23773-24772	24773-24976	24977-25147	25148-25392	25393-25766	25767-26043	26044-26232	26233-26765	26766-27096	27097-27353	27354-27722	27723-28065	28066-28489	28490-28706	28707-29001	29002-29526	29527-30272	30273-30877	30878-31272	31273-31874	31875-32327	32328-32880	32881-33750	33751-33914	33915-34460	34461-34636	34637-35318	35319-35652	35653-35806	35807-36186	36187-36800	36801-37530	37531-37920	37921-38013	38014-38405	38406-38800	38801-39395	39396-39660	39661-39843	39844-39969	39970-40325	40326-40643	40644-41053	41054-41437	41438-41941	41942-42342	42343-42691	42692-43427	43428-43714	43715-43943	43944-44272	44273-44656	44657-44795	44796-45614	45615-45996	45997-46196	46197-46744	46745-47353	47354-47931	47932-48873	48874-49388
Eurhamphaea_vexilligera	0	0	0	64	0	0	40	0	0	0	0	0	0	0	91	27	0	78	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	65	0	0	0	100	0	0	0	0	0	15	95	0	0	0	0	0	0	0	0	33	0	0	81	0	0	34	86	0	78	0	0	0	58	23	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	21	0	0	32	0	0	0	62
Cestum_veneris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	34	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	20	24	0	0	0	48	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	80	0	0	66	0	0	0	0	27	0	0	0	0	59	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	54	35	0	88	0	0	0	0	0	0	42	0	0	0	0	0	21	0
Ctenophora_sp_Florida_USA	0	0	0	0	0	0	11	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	86	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	10	59
Sycon_ciliatum	100	100	100	100	100	100	22	0	100	100	100	100	100	100	0	100	100	100	88	97	99	100	99	99	100	100	99	96	100	100	100	100	100	100	100	100	100	96	99	100	100	100	100	100	100	100	100	100	100	100	99	99	100	100	99	100	62	100	99	100	100	100	100	98	99	99	100	0	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	97	99	100	96	0	99	100	100	97	100	100	100	100	79	100	100	98	100	100	100	100	100	80	0	100	99	100	100	100	63	100	59
Sycon_coactum	98	98	87	0	0	0	0	98	0	72	65	100	83	100	0	100	100	0	61	97	99	100	100	82	62	100	90	85	96	100	87	0	32	100	90	100	89	97	98	39	84	100	100	18	67	100	100	86	100	93	99	99	100	97	99	0	88	100	99	92	100	0	0	100	99	99	100	0	90	100	0	30	99	63	100	91	100	100	99	0	96	92	100	100	100	100	69	98	96	82	94	91	100	68	100	100	79	72	100	68	100	98	100	84	100	100	64	89	95	77	51	100	100	100	66	92	0
Corticium_candelabrum	81	0	100	25	98	0	20	100	46	78	94	68	73	100	0	84	100	63	0	52	0	0	0	99	0	95	0	20	80	64	100	0	47	0	68	100	57	86	0	80	66	100	0	41	71	41	0	38	98	53	97	0	53	17	89	0	0	36	99	0	69	0	76	0	0	0	81	0	87	33	97	0	64	0	0	0	46	0	0	83	0	87	0	33	100	84	0	35	82	100	56	0	61	0	64	90	94	42	0	0	0	0	100	0	0	50	0	0	100	79	0	100	47	84	58	57	0
Oscarella_carmela	100	100	100	100	100	100	100	100	100	100	100	84	100	100	100	51	100	97	86	98	99	100	99	99	99	100	100	99	100	75	100	100	100	100	100	100	100	100	100	100	100	88	100	100	100	100	100	100	100	99	99	99	100	99	100	100	89	100	99	98	100	100	100	100	79	99	100	100	96	100	100	100	90	100	100	100	100	100	97	93	100	100	100	100	100	100	100	100	100	97	100	100	100	91	100	100	100	100	100	100	100	100	100	100	99	100	100	99	100	100	100	99	100	99	100	100	100
Hyalonema_populiferum	100	0	100	0	17	0	0	98	0	83	0	100	46	54	0	99	100	0	100	37	0	26	90	99	0	100	71	83	100	0	100	0	100	0	40	100	0	95	0	0	55	0	89	0	37	94	100	55	43	51	98	99	32	22	0	39	8	100	99	0	69	100	100	13	56	99	39	86	21	100	74	0	0	39	72	0	0	11	0	100	86	100	0	47	100	20	65	100	63	69	0	56	100	93	100	100	52	0	90	25	24	99	100	0	75	59	76	47	100	22	100	97	0	100	16	26	0
Aphrocallistes_vastus	100	100	100	100	100	100	22	100	100	95	89	100	98	100	100	99	99	0	85	95	97	100	100	91	97	100	100	95	100	100	100	100	100	99	100	100	100	0	100	100	100	96	100	100	100	100	100	100	100	100	98	100	99	93	100	0	99	100	99	97	100	100	100	100	100	99	100	0	94	100	0	91	100	100	97	100	100	100	100	97	100	100	100	100	0	100	99	100	97	0	100	100	99	96	100	100	98	100	100	100	100	100	100	100	100	100	96	97	100	100	100	100	100	100	100	100	95
Rossella_fibulata	100	100	100	70	0	100	22	0	100	100	98	40	99	100	0	31	98	98	100	95	98	0	99	97	64	0	100	74	100	100	100	100	55	99	28	100	100	0	100	100	79	90	100	0	100	100	100	100	0	100	98	100	99	100	100	0	84	100	99	98	100	100	100	0	100	99	100	0	0	0	0	100	100	100	97	0	100	100	89	97	100	100	100	100	0	100	99	100	98	97	100	100	99	96	100	100	98	48	100	100	80	100	100	100	100	100	95	97	100	94	100	100	100	100	100	100	0
Sympagella_nux	100	100	100	100	100	100	21	0	100	100	82	100	92	100	0	99	100	98	100	95	97	100	100	92	99	0	100	96	100	100	100	100	100	99	65	100	100	100	100	100	100	96	100	100	100	100	100	100	100	100	98	100	99	100	0	0	99	100	99	98	100	100	100	98	100	99	100	0	0	100	0	16	52	61	97	92	100	100	100	97	100	100	100	100	0	100	99	100	97	100	77	100	99	96	100	100	98	100	100	100	100	100	100	100	100	100	95	99	100	22	100	100	0	100	100	99	0
Chondrilla_nucula	100	62	0	25	61	17	79	100	0	97	0	0	100	91	100	0	100	38	100	95	99	0	100	99	0	100	100	32	0	68	100	0	0	82	84	100	100	100	88	46	90	0	100	0	0	100	92	100	0	49	99	99	91	29	0	100	46	100	52	88	100	100	0	47	89	0	75	0	53	100	100	0	0	0	97	0	100	71	100	0	99	100	100	86	86	18	88	49	0	95	0	38	80	0	0	82	77	83	100	0	0	100	44	0	90	70	74	79	100	100	71	76	17	100	66	44	0
Ircinia_fasciculata	100	14	100	0	31	21	75	67	31	100	0	0	40	0	0	0	100	24	0	93	0	100	0	84	0	100	0	0	0	70	56	0	51	0	51	100	61	100	87	0	68	0	22	87	77	68	36	0	0	97	99	0	35	30	0	66	0	100	99	0	0	0	0	71	0	76	100	0	68	0	34	0	0	0	0	0	100	0	0	100	29	50	0	0	100	100	69	94	0	100	0	0	100	0	100	74	0	0	100	53	0	0	100	53	100	38	52	17	100	65	0	0	0	25	92	43	53
Amphimedon_queenslandica	100	99	100	60	97	100	98	100	99	100	89	100	71	98	55	0	100	100	97	96	99	100	100	99	99	100	99	87	100	98	100	100	100	82	61	90	100	100	100	100	100	100	100	98	0	100	100	98	100	100	98	100	100	100	90	96	63	100	100	95	98	100	80	100	100	99	100	91	94	100	99	0	85	97	99	100	100	0	85	100	94	42	100	96	100	100	100	39	100	97	65	100	100	96	100	100	98	94	100	66	62	100	100	100	100	100	94	96	100	93	100	99	25	97	100	43	95
Petrosia_ficiformis	100	99	0	0	96	89	22	0	0	100	71	78	77	0	100	0	100	0	63	97	90	78	100	92	0	100	67	60	100	65	84	0	93	0	0	100	100	76	0	100	100	71	0	45	100	100	22	100	0	77	98	71	80	73	87	100	95	0	89	100	97	99	100	85	52	55	100	0	38	35	74	0	45	0	0	0	0	0	100	0	97	0	0	69	100	0	96	91	0	99	74	0	100	100	0	100	0	0	88	0	92	100	100	0	100	75	0	24	100	100	84	100	0	0	25	44	60
Spongilla_lacustris	100	70	98	28	0	22	20	100	55	0	36	95	0	100	97	0	100	66	68	0	94	0	100	100	0	100	94	0	0	97	77	81	33	18	99	100	100	100	100	100	100	69	100	19	86	100	74	44	85	70	99	100	91	81	0	0	16	0	99	100	100	0	100	0	0	0	93	0	53	100	99	44	0	7	100	63	100	76	0	100	71	0	0	84	100	63	47	100	91	96	100	91	0	97	0	100	66	53	100	53	37	100	100	0	0	100	98	100	100	22	100	100	0	66	0	42	58
Cliona_varians	100	99	100	0	0	100	82	100	100	86	43	76	94	100	65	0	100	67	85	97	60	65	69	100	58	100	100	82	100	100	100	0	29	66	99	100	100	98	0	56	34	100	91	0	61	68	36	68	88	100	88	40	100	30	82	79	63	100	99	100	56	100	100	50	100	100	100	62	58	95	100	0	100	0	0	92	93	0	93	84	97	100	86	100	100	0	72	100	97	0	0	89	100	97	100	100	85	28	100	100	0	0	100	44	63	100	100	44	99	87	100	57	62	100	100	57	0
Pseudospongosorites_suberitoides	0	0	68	0	0	0	16	0	41	69	47	0	0	0	18	0	100	0	50	69	42	0	0	100	0	100	0	0	85	100	68	0	40	41	95	100	44	100	39	0	0	0	100	0	0	59	60	0	0	49	98	98	0	0	0	0	0	0	96	38	0	54	100	38	67	86	100	59	0	100	30	16	0	0	67	0	55	0	0	0	73	81	9	50	100	32	16	0	0	100	0	94	35	38	100	100	46	0	0	0	0	0	100	0	100	83	0	36	100	26	71	0	24	0	0	48	0
Mycale_phylophylla	100	66	100	0	0	0	22	0	100	100	100	54	76	35	0	0	100	44	98	94	100	85	100	100	55	100	0	59	100	100	100	0	100	100	92	100	100	100	100	0	100	100	100	0	100	100	100	100	0	100	98	49	100	100	0	100	82	100	99	100	98	100	100	58	83	99	100	100	43	100	0	16	17	73	100	100	100	25	95	100	100	100	100	0	100	0	0	100	100	0	35	100	100	97	100	100	0	73	49	0	21	100	100	100	100	100	39	72	100	61	100	51	50	100	49	87	62
Latrunculia_apicalis	100	99	100	59	15	100	22	100	100	100	100	100	100	100	0	0	100	100	100	0	100	100	100	100	96	100	89	82	100	100	100	88	55	0	98	100	100	100	97	0	100	100	100	20	100	100	100	100	100	100	98	100	100	30	100	0	21	100	99	100	98	100	100	100	100	99	100	100	53	100	0	0	0	100	97	100	100	93	100	100	100	100	100	100	100	100	100	100	98	97	100	31	100	97	100	100	100	90	100	0	0	69	100	22	100	100	100	97	100	100	100	90	100	74	68	100	52
Crella_elegans	71	0	0	0	0	76	19	98	38	48	0	0	0	0	0	0	100	0	76	56	96	0	86	0	80	67	100	0	72	66	100	0	30	88	79	85	35	72	39	0	100	0	0	0	43	54	0	100	99	48	0	0	64	30	0	0	15	55	0	100	0	63	0	50	82	99	100	0	60	0	0	0	0	67	92	58	96	0	0	98	45	0	55	52	65	0	81	35	93	94	0	0	71	78	100	97	0	62	80	60	0	0	0	99	98	0	100	96	0	22	0	87	79	0	52	37	0
Kirkpatrickia_variolosa	100	0	100	0	48	0	22	69	100	85	99	100	100	100	0	0	100	100	77	0	94	95	100	100	100	100	100	94	100	100	100	24	100	100	98	100	100	100	100	0	100	100	100	0	100	100	100	100	0	95	98	99	100	93	21	0	40	100	98	100	95	94	100	100	0	99	99	100	38	93	0	0	81	0	100	100	100	0	100	93	98	100	100	100	100	57	54	100	97	97	0	94	0	97	99	100	52	99	100	44	50	100	100	100	95	100	100	73	100	69	100	57	100	100	100	100	100
Trichoplax_adhaerens	100	100	100	99	98	92	79	98	86	100	100	97	100	100	100	100	100	100	65	97	99	100	87	99	0	100	96	96	100	100	100	94	100	90	98	100	100	100	0	0	100	68	99	0	95	100	100	100	97	100	97	98	100	100	90	91	63	100	99	100	99	100	99	100	100	97	100	100	72	100	100	100	100	100	100	100	99	97	84	97	96	100	96	100	100	100	100	100	0	100	0	100	100	97	92	100	75	100	100	100	79	95	100	99	96	100	99	95	100	100	97	97	96	95	99	90	94
Strongylocentrotus_purpatus	100	100	100	0	100	48	79	98	55	92	100	65	81	100	41	100	100	0	100	100	99	100	100	99	0	100	44	99	100	95	100	95	80	100	89	100	100	100	90	100	100	80	0	89	100	0	100	100	82	100	98	99	0	100	70	54	0	57	99	73	100	99	100	100	100	99	0	88	82	100	56	70	75	0	99	33	100	98	100	100	100	100	100	68	77	100	76	91	100	97	100	100	100	100	100	100	82	100	100	0	0	100	100	0	100	100	95	100	0	79	100	100	100	32	70	90	27
Homo_sapiens	100	94	100	100	100	100	100	98	100	100	100	100	100	100	100	100	100	100	100	99	99	100	100	99	100	100	100	99	100	100	100	100	100	100	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	98	99	100	100	100	100	100	100	99	100	100	99	100	100	100	99	100	100	98	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	99	98	97	100	100	100	100	100	100	100	99	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
Hemithris_psittacea	100	100	100	0	0	100	100	100	100	100	76	100	18	75	100	100	100	100	82	100	99	54	100	99	100	100	100	87	100	100	100	90	38	100	100	100	100	100	100	100	100	76	100	0	100	100	100	100	100	100	98	99	66	100	26	100	61	100	59	49	100	99	100	0	100	100	40	100	98	100	100	0	0	0	100	100	100	100	23	100	100	100	0	99	100	60	100	100	97	100	0	100	100	100	100	100	100	100	100	100	100	100	100	100	77	100	83	98	100	100	100	100	0	100	100	44	0
Capitella_teleta	100	100	100	100	97	87	100	93	100	95	76	100	97	100	100	100	100	41	100	99	97	100	100	98	100	100	92	30	100	100	100	100	100	99	99	100	100	100	100	100	97	100	100	0	100	100	100	100	100	100	98	99	100	100	92	57	62	100	99	100	100	100	100	100	100	99	100	100	98	100	100	100	100	100	99	100	100	100	97	100	100	100	100	99	0	82	100	100	97	100	100	98	100	100	100	100	100	100	100	100	100	100	100	100	100	82	98	0	100	100	100	78	100	100	99	100	100
Drosophila_melanogaster	100	100	100	100	100	100	22	98	100	100	100	100	100	100	100	100	100	100	100	99	99	100	100	99	99	100	99	98	100	100	100	100	100	100	96	100	100	100	98	100	100	100	100	99	99	100	100	100	100	99	98	99	89	100	100	100	98	100	99	100	100	100	99	100	100	99	99	100	96	100	100	99	100	100	100	100	100	100	95	99	100	100	100	97	100	100	100	100	97	97	100	100	100	100	100	100	100	100	100	99	100	100	100	100	100	100	100	100	100	100	100	98	100	100	100	98	100
Daphnia_pulex	100	100	100	100	100	99	21	98	100	95	100	100	90	100	100	100	100	60	99	96	99	100	100	99	97	100	93	98	100	100	100	100	100	100	99	66	100	100	100	100	95	97	100	0	100	100	100	100	100	100	98	99	100	100	100	100	99	100	99	100	100	100	98	100	100	99	100	100	96	100	100	100	100	100	99	100	0	100	100	100	100	100	79	98	100	100	100	95	97	97	100	100	100	96	100	100	100	100	100	100	100	100	100	100	100	100	98	79	100	100	100	100	97	100	100	56	100
Eunicella_verrucosa	57	99	100	0	0	81	100	98	100	100	100	100	94	100	100	100	100	100	100	99	99	100	100	100	20	67	100	65	100	100	100	100	100	100	100	0	100	65	100	100	100	100	100	44	0	100	100	100	100	100	97	99	100	100	100	100	0	100	99	100	100	98	100	46	100	99	100	100	100	74	66	21	0	100	100	100	98	100	12	100	100	100	0	100	100	100	100	100	100	0	100	100	100	97	73	100	99	73	100	72	41	95	41	100	100	100	100	39	100	99	100	100	34	100	87	95	0
